Accession	Protein	Gene	Gene_protein	X152328_BSA_d1_A	X152328_IL13_d1_A	X153087_BSA_d1_A	X153087_IL13_d1_A	X153173_BSA_d2_H	X153173_IL13_d2_H	X153724_BSA_d1_A	X153724_IL13_d1_A	X153741_BSA_d2_H	X153741_IL13_d2_H	X153870_BSA_d1_H	X153870_IL13_d1_H	X154142_BSA_d2_A	X154142_IL13_d2_A	X154417_BSA_d2_A	X154417_IL13_d2_A	X154566_BSA_d1_A	X154566_IL13_d1_A	X154651_BSA_d2_A	X154651_IL13_d2_A	X154711_BSA_d1_A	X154711_IL13_d1_A	X154717_BSA_d1_A	X154717_IL13_d1_A	X154783_BSA_d1_A	X154783_IL13_d1_A	X155404_BSA_d2_H	X155404_IL13_d2_H
HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD PE=1 SV=1	HNRNPD	HNRNPD_HNRPD	2	2	0	2	0	0	0	0	0	1	3	0	1	1	1	2	0	3	1	1	2	0	1	2	0	0	0	0
HNRPF_HUMAN	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens GN=HNRNPF PE=1 SV=3	HNRNPF	HNRNPF_HNRPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRH1_HUMAN	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4	HNRNPH1	HNRNPH1_HNRH1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	HNRNPH3	HNRNPH3_HNRH3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	HNRNPK	HNRNPK_HNRPK	2	2	1	0	1	0	0	0	0	0	4	1	1	1	2	3	0	0	2	1	3	3	1	3	0	0	1	2
HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	HNRNPM	HNRNPM_HNRPM	0	0	3	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	HNRNPR	HNRNPR_HNRPR	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	HNRNPU	HNRNPU_HNRPU	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
HPT_HUMAN	Haptoglobin OS=Homo sapiens GN=HP PE=1 SV=1	HP	HP_HPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HP1B3_HUMAN	Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1	HP1BP3	HP1BP3_HP1B3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS90A_HUMAN	Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	HSP90AA1	HSP90AA1_HS90A	18	12	18	17	10	5	11	10	4	9	22	2	8	6	13	12	10	13	17	16	18	5	9	13	7	11	8	5
HS90B_HUMAN	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	HSP90AB1	HSP90AB1_HS90B	13	9	14	12	7	3	10	7	0	6	18	0	6	5	8	10	8	13	11	11	14	5	6	11	9	8	5	6
ENPL_HUMAN	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	HSP90B1	HSP90B1_ENPL	3	2	7	5	1	0	7	0	1	0	9	0	0	4	2	5	0	5	0	5	6	2	0	3	0	2	0	7
ENPLL_HUMAN	Putative endoplasmin-like protein OS=Homo sapiens GN=HSP90B2P PE=5 SV=1	HSP90B2P	HSP90B2P_ENPLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HS71A_HUMAN	Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1	HSPA1A	HSPA1A_HS71A	16	11	14	10	8	6	11	7	4	7	16	3	6	10	13	13	8	12	9	10	13	6	15	9	4	3	4	8
HS71L_HUMAN	Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2	HSPA1L	HSPA1L_HS71L	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
HSP74_HUMAN	Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4	HSPA4	HSPA4_HSP74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HS74L_HUMAN	Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3	HSPA4L	HSPA4L_HS74L	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRP78_HUMAN	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	HSPA5	HSPA5_GRP78	7	3	10	6	4	7	12	4	4	10	16	0	8	11	10	13	3	11	8	10	11	2	5	6	2	3	5	15
HSP76_HUMAN	Heat shock 70 kDa protein 6 OS=Homo sapiens GN=HSPA6 PE=1 SV=2	HSPA6	HSPA6_HSP76	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0
HSP7C_HUMAN	Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	HSPA8	HSPA8_HSP7C	19	9	13	15	8	7	14	10	5	8	24	2	8	7	15	11	13	15	14	9	17	7	14	16	8	14	5	7
GRP75_HUMAN	"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	HSPA9	HSPA9_GRP75	1	3	2	1	0	0	3	0	0	0	6	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0
HSPB1_HUMAN	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	HSPB1	HSPB1_HSPB1	8	7	7	5	9	5	6	4	3	6	12	2	5	6	8	9	6	7	9	7	8	2	5	8	5	4	4	5
CH60_HUMAN	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	HSPD1	HSPD1_CH60	2	3	10	6	0	0	5	0	0	0	8	0	0	1	5	3	0	1	0	1	10	3	0	2	0	0	0	1
CH10_HUMAN	"10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2"	HSPE1	HSPE1_CH10	1	1	1	1	2	2	3	1	1	2	4	0	2	1	3	1	1	1	2	1	4	2	1	3	0	0	0	1
PGBM_HUMAN	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4	HSPG2	HSPG2_PGBM	3	5	2	0	0	4	0	1	0	11	3	3	0	4	5	15	0	0	0	4	3	1	4	5	12	6	0	0
HS105_HUMAN	Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1	HSPH1	HSPH1_HS105	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ICAM1_HUMAN	Intercellular adhesion molecule 1 OS=Homo sapiens GN=ICAM1 PE=1 SV=2	ICAM1	ICAM1_ICAM1	5	2	0	0	1	1	0	0	1	1	5	0	0	1	1	2	3	0	4	0	0	1	0	2	5	0	0	0
IDHC_HUMAN	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2	IDH1	IDH1_IDHC	6	6	3	3	3	7	0	2	1	4	4	0	5	4	7	8	4	5	5	7	6	5	4	4	0	0	4	8
IDHP_HUMAN	"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2"	IDH2	IDH2_IDHP	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
I23O1_HUMAN	"Indoleamine 2,3-dioxygenase 1 OS=Homo sapiens GN=IDO1 PE=1 SV=1"	IDO1	IDO1_I23O1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IBP2_HUMAN	Insulin-like growth factor-binding protein 2 OS=Homo sapiens GN=IGFBP2 PE=1 SV=2	IGFBP2	IGFBP2_IBP2	7	3	13	6	9	3	0	2	5	4	10	0	5	3	8	7	7	3	8	5	11	4	10	2	0	0	6	3
IBP3_HUMAN	Insulin-like growth factor-binding protein 3 OS=Homo sapiens GN=IGFBP3 PE=1 SV=2	IGFBP3	IGFBP3_IBP3	1	1	1	0	1	2	0	0	0	1	1	0	1	2	1	3	0	0	2	2	1	0	2	1	0	0	2	0
IBP4_HUMAN	Insulin-like growth factor-binding protein 4 OS=Homo sapiens GN=IGFBP4 PE=1 SV=2	IGFBP4	IGFBP4_IBP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IBP7_HUMAN	Insulin-like growth factor-binding protein 7 OS=Homo sapiens GN=IGFBP7 PE=1 SV=1	IGFBP7	IGFBP7_IBP7	9	3	6	0	6	3	2	1	1	2	9	2	3	3	5	3	4	3	6	3	5	2	5	4	4	0	3	1
IL18_HUMAN	Interleukin-18 OS=Homo sapiens GN=IL18 PE=1 SV=1	IL18	IL18_IL18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ILF2_HUMAN	Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2	ILF2	ILF2_ILF2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
IMPA1_HUMAN	Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1	IMPA1	IMPA1_IMPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IMDH2_HUMAN	Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2	IMPDH2	IMPDH2_IMDH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IQGA1_HUMAN	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	IQGAP1	IQGAP1_IQGA1	2	2	4	2	2	0	0	0	0	0	3	0	0	2	7	6	0	3	2	2	0	0	2	0	0	0	1	2
IST1_HUMAN	IST1 homolog OS=Homo sapiens GN=IST1 PE=1 SV=1	IST1	IST1_IST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
INO1_HUMAN	Inositol-3-phosphate synthase 1 OS=Homo sapiens GN=ISYNA1 PE=1 SV=1	ISYNA1	ISYNA1_INO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITLN1_HUMAN	Intelectin-1 OS=Homo sapiens GN=ITLN1 PE=1 SV=1	ITLN1	ITLN1_ITLN1	0	7	0	8	0	0	0	9	0	0	0	0	0	14	0	12	0	8	0	10	0	6	0	7	0	4	0	12
ITLN2_HUMAN	Intelectin-2 OS=Homo sapiens GN=ITLN2 PE=2 SV=1	ITLN2	ITLN2_ITLN2	0	2	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	3	0	3	0	0	0	3	0	0	0	3
JUPI1_HUMAN	Jupiter microtubule associated homolog 1 OS=Homo sapiens GN=JPT1 PE=1 SV=3	JPT1	JPT1_JUPI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JUPI2_HUMAN	Jupiter microtubule associated homolog 2 OS=Homo sapiens GN=JPT2 PE=1 SV=1	JPT2	JPT2_JUPI2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0
PLAK_HUMAN	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	JUP	JUP_PLAK	1	1	2	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0
KDM8_HUMAN	Lysine-specific demethylase 8 OS=Homo sapiens GN=KDM8 PE=1 SV=1	KDM8	KDM8_KDM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K1958_HUMAN	Uncharacterized protein KIAA1958 OS=Homo sapiens GN=KIAA1958 PE=1 SV=1	KIAA1958	KIAA1958_K1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KLK10_HUMAN	Kallikrein-10 OS=Homo sapiens GN=KLK10 PE=1 SV=3	KLK10	KLK10_KLK10	4	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	2	0	1	4	0	0	0	0	0	0
KLK11_HUMAN	Kallikrein-11 OS=Homo sapiens GN=KLK11 PE=1 SV=2	KLK11	KLK11_KLK11	4	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	2	0	4	0	3	0	0	0	0	0	2	0
KLK13_HUMAN	Kallikrein-13 OS=Homo sapiens GN=KLK13 PE=2 SV=1	KLK13	KLK13_KLK13	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
KLK7_HUMAN	Kallikrein-7 OS=Homo sapiens GN=KLK7 PE=1 SV=1	KLK7	KLK7_KLK7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMB1_HUMAN	Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2	KPNB1	KPNB1_IMB1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1
K2C1_HUMAN	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	KRT1	KRT1_K2C1	24	1	2	0	0	2	0	0	10	3	0	0	14	5	3	24	3	1	7	2	3	2	2	0	1	0	4	0
K1C10_HUMAN	"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6"	KRT10	KRT10_K1C10	22	0	6	0	0	0	0	0	7	1	0	0	12	4	8	22	0	0	3	3	0	3	0	0	0	0	5	0
K1C13_HUMAN	"Keratin, type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4"	KRT13	KRT13_K1C13	0	0	9	0	0	0	0	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
K1C14_HUMAN	"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4"	KRT14	KRT14_K1C14	13	0	13	9	8	5	9	0	0	0	0	0	0	0	12	17	3	6	0	0	7	5	0	4	0	0	0	0
K1C15_HUMAN	"Keratin, type I cytoskeletal 15 OS=Homo sapiens GN=KRT15 PE=1 SV=3"	KRT15	KRT15_K1C15	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K1C16_HUMAN	"Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4"	KRT16	KRT16_K1C16	0	7	0	0	0	7	0	0	0	0	5	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0
K1C17_HUMAN	"Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2"	KRT17	KRT17_K1C17	16	14	22	16	10	10	19	2	4	6	33	1	10	12	16	18	5	11	5	13	13	10	3	8	3	0	7	7
K1C18_HUMAN	"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2"	KRT18	KRT18_K1C18	4	5	5	4	3	0	5	0	0	0	8	0	0	0	3	3	0	2	0	0	3	1	0	2	0	0	0	2
K1C19_HUMAN	"Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4"	KRT19	KRT19_K1C19	29	29	34	29	23	21	36	12	13	18	46	6	13	20	30	32	11	20	16	23	29	17	11	18	5	10	19	22
K22E_HUMAN	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	KRT2	KRT2_K22E	14	0	6	0	0	0	0	0	0	0	0	0	0	0	5	13	2	0	0	4	6	0	5	0	0	0	5	0
K1C23_HUMAN	"Keratin, type I cytoskeletal 23 OS=Homo sapiens GN=KRT23 PE=1 SV=2"	KRT23	KRT23_K1C23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K1C25_HUMAN	"Keratin, type I cytoskeletal 25 OS=Homo sapiens GN=KRT25 PE=1 SV=1"	KRT25	KRT25_K1C25	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K2C4_HUMAN	"Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=1 SV=4"	KRT4	KRT4_K2C4	8	2	12	4	0	3	10	0	3	3	7	0	0	0	10	4	2	2	0	0	8	2	2	4	0	0	5	3
K2C5_HUMAN	"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3"	KRT5	KRT5_K2C5	20	14	26	16	13	9	21	5	7	8	43	2	12	7	20	22	7	10	9	9	27	9	5	9	3	3	10	7
K2C6A_HUMAN	"Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3"	KRT6A	KRT6A_K2C6A	21	16	23	25	17	16	25	10	8	8	39	0	0	9	17	25	7	11	11	12	19	12	10	12	0	0	13	12
K2C6B_HUMAN	"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5"	KRT6B	KRT6B_K2C6B	0	0	0	0	0	0	0	0	8	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K2C6C_HUMAN	"Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3"	KRT6C	KRT6C_K2C6C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
K2C7_HUMAN	"Keratin, type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5"	KRT7	KRT7_K2C7	14	16	18	12	5	4	19	7	6	6	23	0	10	1	14	13	6	10	8	11	12	4	0	9	4	5	8	5
K2C73_HUMAN	"Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1"	KRT73	KRT73_K2C73	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
K2C75_HUMAN	"Keratin, type II cytoskeletal 75 OS=Homo sapiens GN=KRT75 PE=1 SV=2"	KRT75	KRT75_K2C75	0	0	0	0	5	5	0	0	0	0	0	0	5	3	0	9	0	0	0	0	0	0	0	0	0	0	5	5
K2C79_HUMAN	"Keratin, type II cytoskeletal 79 OS=Homo sapiens GN=KRT79 PE=1 SV=2"	KRT79	KRT79_K2C79	0	0	0	0	3	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K2C8_HUMAN	"Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7"	KRT8	KRT8_K2C8	15	17	20	13	8	3	17	8	1	0	25	6	0	3	9	6	7	7	4	8	22	7	5	8	2	6	3	4
KRT86_HUMAN	"Keratin, type II cuticular Hb6 OS=Homo sapiens GN=KRT86 PE=1 SV=1"	KRT86	KRT86_KRT86	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K1C9_HUMAN	"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3"	KRT9	KRT9_K1C9	10	0	2	0	0	1	0	0	4	0	1	0	5	2	2	17	0	2	3	0	1	5	0	0	1	0	2	0
KYNU_HUMAN	Kynureninase OS=Homo sapiens GN=KYNU PE=1 SV=1	KYNU	KYNU_KYNU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LAMA3_HUMAN	Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3 PE=1 SV=2	LAMA3	LAMA3_LAMA3	8	4	9	0	4	6	0	2	1	13	0	2	0	2	5	11	0	0	2	2	0	1	6	4	0	0	0	1
LAMB3_HUMAN	Laminin subunit beta-3 OS=Homo sapiens GN=LAMB3 PE=1 SV=1	LAMB3	LAMB3_LAMB3	8	10	14	5	3	14	0	4	1	16	2	3	1	8	7	17	0	0	4	7	0	0	5	4	2	4	1	0
LAMC2_HUMAN	Laminin subunit gamma-2 OS=Homo sapiens GN=LAMC2 PE=1 SV=2	LAMC2	LAMC2_LAMC2	13	9	18	8	4	9	1	5	2	14	5	7	1	4	6	16	6	4	7	5	5	6	12	8	2	3	2	3
LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3	LAMP1	LAMP1_LAMP1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	0
LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens GN=LAMP2 PE=1 SV=2	LAMP2	LAMP2_LAMP2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMPL_HUMAN	Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3	LAP3	LAP3_AMPL	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
LASP1_HUMAN	LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2	LASP1	LASP1_LASP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LC1L1_HUMAN	Putative lipocalin 1-like protein 1 OS=Homo sapiens GN=LCN1P1 PE=5 SV=1	LCN1P1	LCN1P1_LC1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NGAL_HUMAN	Neutrophil gelatinase-associated lipocalin OS=Homo sapiens GN=LCN2 PE=1 SV=2	LCN2	LCN2_NGAL	11	9	12	11	12	8	9	11	10	9	13	0	12	10	14	11	10	8	12	9	13	1	10	7	13	9	13	9
LDHA_HUMAN	L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2	LDHA	LDHA_LDHA	6	5	4	6	4	5	3	3	5	3	9	1	5	6	6	6	7	8	6	5	7	3	7	2	3	4	6	4
LDHB_HUMAN	L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2	LDHB	LDHB_LDHB	9	5	8	3	5	4	2	3	6	4	8	0	4	3	7	4	6	7	4	3	5	3	6	3	3	2	7	5
LEG1_HUMAN	Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2	LGALS1	LGALS1_LEG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
LEG3_HUMAN	Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5	LGALS3	LGALS3_LEG3	6	5	6	8	5	3	4	5	2	3	8	2	1	1	7	7	6	6	4	5	7	6	7	5	0	3	3	5
LG3BP_HUMAN	Galectin-3-binding protein OS=Homo sapiens GN=LGALS3BP PE=1 SV=1	LGALS3BP	LGALS3BP_LG3BP	20	8	15	8	13	8	14	9	16	7	17	3	10	9	19	13	13	7	20	7	17	4	19	5	11	6	11	7
LEG7_HUMAN	Galectin-7 OS=Homo sapiens GN=LGALS7 PE=1 SV=2	LGALS7	LGALS7_LEG7	2	5	0	3	2	3	1	2	1	6	2	0	0	2	2	5	2	6	1	4	1	1	0	3	2	2	0	3
LITAF_HUMAN	Lipopolysaccharide-induced tumor necrosis factor-alpha factor OS=Homo sapiens GN=LITAF PE=1 SV=2	LITAF	LITAF_LITAF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LMNA_HUMAN	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	LMNA	LMNA_LMNA	5	8	8	11	4	0	8	3	4	3	10	2	4	5	8	8	3	9	4	7	14	15	5	8	0	0	5	5
LMNB2_HUMAN	Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4	LMNB2	LMNB2_LMNB2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IF5A2_HUMAN	Eukaryotic translation initiation factor 5A-2 OS=Homo sapiens GN=EIF5A2 PE=1 SV=3	LORF2	LORF2_IF5A2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYOX_HUMAN	Protein-lysine 6-oxidase OS=Homo sapiens GN=LOX PE=1 SV=2	LOX	LOX_LYOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A2GL_HUMAN	Leucine-rich alpha-2-glycoprotein OS=Homo sapiens GN=LRG1 PE=1 SV=2	LRG1	LRG1_A2GL	1	0	2	0	3	1	0	1	1	0	5	0	1	0	3	3	1	0	3	0	6	0	6	0	0	0	1	0
LSR_HUMAN	Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens GN=LSR PE=1 SV=4	LSR	LSR_LSR	2	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0
LKHA4_HUMAN	Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2	LTA4H	LTA4H_LKHA4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	2	0	0	1	0	0	0	1	0	0
TRFL_HUMAN	Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6	LTF	LTF_TRFL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	20	0	0	0	0	0	0	0	25	0
LXN_HUMAN	Latexin OS=Homo sapiens GN=LXN PE=1 SV=2	LXN	LXN_LXN	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LY6D_HUMAN	Lymphocyte antigen 6D OS=Homo sapiens GN=LY6D PE=1 SV=1	LY6D	LY6D_LY6D	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYN_HUMAN	Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN PE=1 SV=3	LYN	LYN_LYN	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	0
